name,symbol,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm)
Ryosan Company Limited ,8140.TSE,Japan,Technology Distributors,698,2240,23
Leopalace21 Corporation ,8848.TSE,Japan,Real Estate Operating Companies,698,2846,319
DOUTOR NICHIRES Holdings Co. Ltd. ,3087.TSE,Japan,Restaurants,697,941,44
Myoung Shin Industrial Co.Ltd ,009900.KO,South Korea,Automotive Parts and Equipment,697,1354,53
Century Wind Power Co. Ltd. ,2072.TWO,Taiwan,Construction and Engineering,697,121,120
Arclands Corporation ,9842.TSE,Japan,Home Improvement Retail,696,2334,64
Global Mixed-Mode Technology Inc. ,8081.TW,Taiwan,Semiconductors,695,236,86
TaiMed Biologics Inc. ,4147.TWO,Taiwan,Biotechnology,694,19,253
Kinik Company ,1560.TW,Taiwan,Industrial Machinery and Supplies and Components,691,210,144
USI Corporation ,1304.TW,Taiwan,Commodity Chemicals,691,1842,1072
DREAMTECH Co. Ltd. ,192650.KO,South Korea,Electronic Manufacturing Services,690,855,66
Depo Auto Parts Industrial Co. Ltd. ,6605.TW,Taiwan,Automotive Parts and Equipment,690,578,166
Youngone Holdings Co. Ltd. ,009970.KO,South Korea,Apparel Accessories and Luxury Goods,689,3589,12
HLB Life Science Co. Ltd. ,067630.KQ,South Korea,Health Care Distributors,689,91,102
Showa Sangyo Co. Ltd. ,2004.TSE,Japan,Packaged Foods and Meats,689,2380,33
Delpha Construction Co.Ltd. ,2530.TW,Taiwan,Real Estate Operating Companies,687,50,840
Totetsu Kogyo Co. Ltd. ,1835.TSE,Japan,Construction and Engineering,687,882,34
Sakai Moving Service Co.Ltd. ,9039.TSE,Japan,Cargo Ground Transportation,687,768,41
Enchem Co. Ltd. ,348370.KQ,South Korea,Commodity Chemicals,686,421,16
Continental Holdings Corporation ,3703.TW,Taiwan,Construction and Engineering,685,919,823
Hanssem Co. Ltd. ,009240.KO,South Korea,Home Furnishings,685,1488,17
Wah Lee Industrial Corporation ,3010.TW,Taiwan,Technology Distributors,682,2126,236
DL Holdings CO. LTD. ,000210.KO,South Korea,Commodity Chemicals,682,4046,23
Lake Materials Co. Ltd. ,281740.KQ,South Korea,Commodity Chemicals,682,98,66
Daishin Securities Co.Ltd ,003540.KO,South Korea,Investment Banking and Brokerage,681,2065,66
Poongsan Corporation ,103140.KO,South Korea,Diversified Metals and Mining,681,3221,27
Mos Food Services Inc. ,8153.TSE,Japan,Restaurants,680,607,31
JAC Recruitment Co. Ltd. ,2124.TSE,Japan,Human Resource and Employment Services,680,227,40
Lutronic Corporation ,085370.KQ,South Korea,Health Care Equipment,680,207,25
TOWA Corporation ,6315.TSE,Japan,Semiconductor Materials and Equipment,679,337,25
ORION Holdings Corp. ,001800.KO,South Korea,Packaged Foods and Meats,678,2303,60
Jeisys Medical Inc. ,287410.KQ,South Korea,Health Care Equipment,678,95,76
AfreecaTV Co. Ltd. ,067160.KQ,South Korea,Interactive Media and Services,677,244,11
The Kiyo Bank Ltd. ,8370.TSE,Japan,Regional Banks,676,509,65
Ryobi Limited ,5851.TSE,Japan,Industrial Machinery and Supplies and Components,676,1838,32
Lian Hwa Foods Corporation ,1231.TW,Taiwan,Packaged Foods and Meats,676,353,247
Tri Chemical Laboratories Inc. ,4369.TSE,Japan,Semiconductor Materials and Equipment,676,91,33
ScinoPharm Taiwan Ltd. ,1789.TW,Taiwan,Pharmaceuticals,675,100,791
Raito Kogyo Co. Ltd. ,1926.TSE,Japan,Construction and Engineering,675,808,49
Advanced Echem Materials Company Limited ,4749.TWO,Taiwan,Semiconductors,675,81,81
Gongwin Biopharm Holdings Co. Ltd. ,6617.TWO,Taiwan,Biotechnology,672,0,113
Chiyoda Corporation ,6366.TSE,Japan,Construction and Engineering,671,3346,259
GREE Inc. ,3632.TSE,Japan,Interactive Home Entertainment,671,522,171
ABL Bio Inc. ,298380.KQ,South Korea,Biotechnology,670,74,48
Handa Pharmaceuticals Inc. ,6620.TWO,Taiwan,Pharmaceuticals,670,23,140
OCI Company Ltd. ,456040.KO,South Korea,Diversified Chemicals,669,-,7
Shibaura Machine Co.Ltd. ,6104.TSE,Japan,Industrial Machinery and Supplies and Components,669,909,24
Chong Hong Construction Co. Ltd. ,5534.TW,Taiwan,Diversified Real Estate Activities,668,153,290
Wowprime Corp. ,2727.TW,Taiwan,Restaurants,668,677,82
Hioki E.E. Corporation ,6866.TSE,Japan,Electronic Equipment and Instruments,667,269,14
T-Gaia Corporation ,3738.TSE,Japan,Computer and Electronics Retail,665,3054,56
NS United Kaiun Kaisha Ltd. ,9110.TSE,Japan,Marine Transportation,663,1687,24
CSBC Corporation ,2208.TW,Taiwan,Construction Machinery and Heavy Transportation Equipment,662,754,934
Alpha Networks Inc. ,3380.TW,Taiwan,Communications Equipment,662,1094,542
Nishio Holdings Co. Ltd. ,9699.TSE,Japan,Trading Companies and Distributors,662,1257,28
Fukushima Galilei Co.Ltd. ,6420.TSE,Japan,Industrial Machinery and Supplies and Components,662,745,20
I'LL inc. ,3854.TSE,Japan,Systems Software,661,112,25
Zeria Pharmaceutical Co. Ltd. ,4559.TSE,Japan,Pharmaceuticals,661,487,44
ARTERIA Networks Corporation ,4423.TSE,Japan,Alternative Carriers,660,418,50
Taiwan Semiconductor Co. Ltd. ,5425.TWO,Taiwan,Semiconductors,660,493,249
TCI Co. Ltd. ,8436.TWO,Taiwan,Personal Care Products,660,249,118
Iriso Electronics Co. Ltd. ,6908.TSE,Japan,Electronic Components,658,370,24
Toyobo Co. Ltd. ,3101.TSE,Japan,Commodity Chemicals,657,2738,88
Arata Corporation ,2733.TSE,Japan,Distributors,656,6272,17
Advanced Wireless Semiconductor Company ,8086.TWO,Taiwan,Semiconductor Materials and Equipment,656,59,197
Elite Semiconductor Microelectronics Tech Inc ,3006.TW,Taiwan,Semiconductors,656,381,273
Sinyi Realty Inc. ,9940.TW,Taiwan,Real Estate Services,656,464,737
National Petroleum Co. Ltd. ,9937.TW,Taiwan,Automotive Retail,655,780,309
Fuji Seal International Inc. ,7864.TSE,Japan,Metal Glass and Plastic Containers,653,1296,55
Young Poong Corporation ,000670.KO,South Korea,Diversified Metals and Mining,653,3149,2
Hankyu Hanshin REIT Inc. ,8977.TSE,Japan,Diversified REITs,653,83,1
Kanamoto Co.Ltd. ,9678.TSE,Japan,Trading Companies and Distributors,652,1367,36
AIC Inc. ,3693.TWO,Taiwan,Technology Hardware Storage and Peripherals,652,219,39
SeAH Besteel Holdings Corporation ,001430.KO,South Korea,Steel,651,3337,36
F.C.C. Co. Ltd. ,7296.TSE,Japan,Automotive Parts and Equipment,650,1570,50
SeAH Steel Holdings Corporation ,003030.KO,South Korea,Steel,650,3083,4
Innocean Worldwide Inc. ,214320.KO,South Korea,Advertising,649,1484,20
Chang Wah Electromaterials Inc. ,8070.TW,Taiwan,Technology Distributors,649,601,673
Nishimatsuya Chain Co. Ltd. ,7545.TSE,Japan,Apparel Retail,649,1195,60
Hana Technology Co. Ltd. ,299030.KQ,South Korea,Industrial Machinery and Supplies and Components,649,92,8
Hosiden Corporation ,6804.TSE,Japan,Electronic Components,648,1814,50
Tamron Co.Ltd. ,7740.TSE,Japan,Consumer Electronics,648,446,21
Koshidaka Holdings Co. Ltd. ,2157.TSE,Japan,Leisure Facilities,647,365,82
Dongwon Systems Corporation ,014820.KO,South Korea,Metal Glass and Plastic Containers,646,1056,29
Raysum Co. Ltd. ,8890.TSE,Japan,Diversified Real Estate Activities,646,530,29
Everlight Electronics Co. Ltd. ,2393.TW,Taiwan,Semiconductors,646,581,443
JW Pharmaceutical Corporation ,001060.KO,South Korea,Pharmaceuticals,646,548,23
The Awa Bank Ltd. ,8388.TSE,Japan,Regional Banks,646,525,41
en-japan inc. ,4849.TSE,Japan,Human Resource and Employment Services,645,473,41
Taiwan-Asia Semiconductor Corporation ,2340.TW,Taiwan,Semiconductors,645,121,438
Geo Holdings Corporation ,2681.TSE,Japan,Other Specialty Retail,644,2785,40
Ability Opto-Electronics Technology Co.Ltd. ,3362.TWO,Taiwan,Electronic Components,644,112,143
Nachi-Fujikoshi Corp. ,6474.TSE,Japan,Industrial Machinery and Supplies and Components,644,1942,23
Nichicon Corporation ,6996.TSE,Japan,Electronic Components,641,1305,68
NIPPON KANZAI Holdings Co.Ltd. ,9347.TSE,Japan,Environmental and Facilities Services,641,796,37
IS DongSeo Co. Ltd. ,010780.KO,South Korea,Construction and Engineering,639,1678,30
The Musashino Bank Ltd. ,8336.TSE,Japan,Regional Banks,639,532,33
Lotte Non - Life Insurance Co. Ltd. ,000400.KO,South Korea,Property and Casualty Insurance,637,1779,309
Samty Residential Investment Corporation ,3459.TSE,Japan,Multi-Family Residential REITs,636,79,1
Intellian Technologies Inc. ,189300.KQ,South Korea,Communications Equipment,636,221,11
Tosei Corporation ,8923.TSE,Japan,Real Estate Development,635,575,48
GNI Group Ltd. ,2160.TSE,Japan,Biotechnology,633,162,48
Jeju Air Co. Ltd. ,089590.KO,South Korea,Passenger Airlines,632,982,77
Eugene Technology Co.Ltd. ,084370.KQ,South Korea,Semiconductor Materials and Equipment,632,209,22
Wacom Co. Ltd. ,6727.TSE,Japan,Technology Hardware Storage and Peripherals,631,750,155
KITZ Corporation ,6498.TSE,Japan,Industrial Machinery and Supplies and Components,627,1136,90
Takamatsu Construction Group Co. Ltd. ,1762.TSE,Japan,Construction and Engineering,626,1990,35
Acter Group Corporation Limited ,5536.TWO,Taiwan,Construction and Engineering,626,909,123
Nitta Corporation ,5186.TSE,Japan,Industrial Machinery and Supplies and Components,624,614,28
Andes Technology Corporation ,6533.TW,Taiwan,Semiconductors,623,32,51
Korea Petrochemical Ind. Co. Ltd. ,006650.KO,South Korea,Commodity Chemicals,622,1517,6
Senshu Ikeda Holdings Inc. ,8714.TSE,Japan,Regional Banks,619,603,280
Sk Kaken Co.Ltd. ,4628.TSE,Japan,Specialty Chemicals,619,676,14
Maxvalu Tokai Co.Ltd. ,8198.TSE,Japan,Food Retail,619,2538,32
The Bank of Nagoya Ltd. ,8522.TSE,Japan,Regional Banks,615,495,17
Sanyo Chemical IndustriesLtd. ,4471.TSE,Japan,Specialty Chemicals,615,1173,22
Zyxel Group Corporation ,3704.TW,Taiwan,Communications Equipment,615,1066,396
Hanil Cement Co. Ltd. ,300720.KO,South Korea,Construction Materials,614,1271,69
Topre Corporation ,5975.TSE,Japan,Automotive Parts and Equipment,614,2164,53
UT Group Co.Ltd. ,2146.TSE,Japan,Human Resource and Employment Services,613,1178,39
Koh Young Technology Inc. ,098460.KQ,South Korea,Semiconductor Materials and Equipment,612,196,67
Maeda Kosen Co. Ltd. ,7821.TSE,Japan,Construction Materials,612,347,30
SFA Semicon Co. Ltd. ,036540.KQ,South Korea,Semiconductors,611,443,164
Cub Elecparts Inc. ,2231.TW,Taiwan,Automotive Parts and Equipment,610,141,141
Enplas Corporation ,6961.TSE,Japan,Electronic Components,610,289,9
ES-CON JAPAN Ltd. ,8892.TSE,Japan,Homebuilding,609,737,95
EM-Tech.CO. LTD. ,091120.KQ,South Korea,Electronic Components,608,238,17
UPC Technology Corporation ,1313.TW,Taiwan,Commodity Chemicals,608,2132,1318
Okamoto Industries Inc. ,5122.TSE,Japan,Commodity Chemicals,608,704,18
International CSRC Investment Holdings Co. Ltd. ,2104.TW,Taiwan,Commodity Chemicals,607,675,970
TSRC Corporation ,2103.TW,Taiwan,Commodity Chemicals,607,1029,826
Cheng Uei Precision Industry Co. Ltd. ,2392.TW,Taiwan,Electronic Components,606,2896,477
Iljin Hysolus Co. Ltd. ,271940.KO,South Korea,Automotive Parts and Equipment,606,73,36
Longchen Paper & Packaging Co. Ltd. ,1909.TW,Taiwan,Paper Products,605,1570,1326
Noritake Co. Limited ,5331.TSE,Japan,Industrial Machinery and Supplies and Components,605,973,15
The Keiyo Bank Ltd. ,8544.TSE,Japan,Regional Banks,604,456,126
Kyoei Steel Ltd. ,5440.TSE,Japan,Steel,604,2360,43
Nippon Pillar Packing Co. Ltd. ,6490.TSE,Japan,Commodity Chemicals,604,351,23
SDI Corporation ,2351.TW,Taiwan,Semiconductor Materials and Equipment,602,364,182
Halows Co.Ltd. ,2742.TSE,Japan,Food Retail,602,1277,21
MPI Corporation ,6223.TWO,Taiwan,Semiconductor Materials and Equipment,600,245,94
The Ogaki Kyoritsu Bank Ltd. ,8361.TSE,Japan,Regional Banks,599,764,42
China Bills Finance Corporation ,2820.TW,Taiwan,Investment Banking and Brokerage,599,58,1343
Cleanaway Company Limited ,8422.TW,Taiwan,Environmental and Facilities Services,598,173,109
Yamae Group Holdings Co.Ltd. ,7130.TSE,Japan,Distributors,598,4172,24
Oki Electric Industry Co. Ltd. ,6703.TSE,Japan,Electronic Equipment and Instruments,598,2576,87
Pan-International Industrial Corp. ,2328.TW,Taiwan,Electronic Components,596,846,518
TTY Biopharm Company Limited ,4105.TWO,Taiwan,Pharmaceuticals,596,170,249
ESR Kendall Square REIT Co. Ltd. ,365550.KO,South Korea,Industrial REITs,595,75,213
Sanki Engineering Co. Ltd. ,1961.TSE,Japan,Construction and Engineering,595,1370,54
Mimasu Semiconductor Industry Co. Ltd. ,8155.TSE,Japan,Semiconductor Materials and Equipment,595,651,32
SOSiLA Logistics REIT Inc. ,2979.TSE,Japan,Industrial REITs,594,60,1
Shinkong Insurance Co. Ltd. ,2850.TW,Taiwan,Property and Casualty Insurance,593,614,316
Yuasa Trading Co. Ltd. ,8074.TSE,Japan,Trading Companies and Distributors,593,3501,21
Japan Lifeline Co. Ltd. ,7575.TSE,Japan,Health Care Equipment,592,358,76
IDEC Corporation ,6652.TSE,Japan,Electrical Components and Equipment,592,566,29
Chunghwa Precision Test Tech. Co. Ltd. ,6510.TWO,Taiwan,Electronic Components,591,122,33
Douzone Bizon Co. Ltd. ,012510.KO,South Korea,Systems Software,590,243,28
DyDo Group Holdings Inc. ,2590.TSE,Japan,Packaged Foods and Meats,590,1298,16
Gourmet Master Co. Ltd. ,2723.TW,Taiwan,Restaurants,590,659,180
PI Advanced Materials Co. Ltd. ,178920.KO,South Korea,Commodity Chemicals,590,172,29
LuxNet Corporation ,4979.TWO,Taiwan,Communications Equipment,588,61,132
The Nanto Bank Ltd. ,8367.TSE,Japan,Regional Banks,587,415,32
The Ambassador HotelLtd. ,2704.TW,Taiwan,Hotels Resorts and Cruise Lines,587,46,367
LOTTE REIT Co. Ltd. ,330590.KO,South Korea,Retail REITs,586,89,243
SK Discovery Co. Ltd. ,006120.KO,South Korea,Oil and Gas Storage and Transportation,585,6701,20
Aisan Industry Co. Ltd. ,7283.TSE,Japan,Automotive Parts and Equipment,584,1796,63
Pacific Industrial Co. Ltd. ,7250.TSE,Japan,Automotive Parts and Equipment,584,1356,59
Infinite Finance Co. Ltd. ,6958.TWO,Taiwan,Specialized Finance,584,214,351
KG Dongbu Steel Co.Ltd. ,016380.KO,South Korea,Steel,583,2633,100
Shibaura Mechatronics Corporation ,6590.TSE,Japan,Semiconductor Materials and Equipment,583,425,13
Yellow Hat Ltd. ,9882.TSE,Japan,Automotive Retail,583,1025,46
ITOCHU-SHOKUHIN Co. Ltd. ,2692.TSE,Japan,Food Distributors,583,4494,13
GMO Financial Gate Inc. ,4051.TSE,Japan,Transaction and Payment Processing Services,583,103,8
Yieh United Steel Corp. ,9957.TWO,Taiwan,Steel,582,1505,2620
Sensortek Technology Corp. ,6732.TWO,Taiwan,Electronic Components,582,114,49
Thinking Electronic Industrial Co. Ltd. ,2428.TW,Taiwan,Electronic Components,581,234,128
OBI Pharma Inc. ,4174.TWO,Taiwan,Biotechnology,580,0,229
Fositek Corp. ,6805.TWO,Taiwan,Electronic Components,580,148,61
THE NIPPON ROAD Co. Ltd. ,1884.TSE,Japan,Construction and Engineering,580,1086,44
Central Reinsurance Corporation ,2851.TW,Taiwan,Reinsurance,579,638,800
WingArc1st Inc. ,4432.TSE,Japan,Application Software,579,169,34
Daikokutenbussan Co.Ltd. ,2791.TSE,Japan,Food Retail,579,1734,14
JEIO Co. Ltd. ,418550.KQ,South Korea,Construction and Engineering,579,67,31
Meiko Electronics Co. Ltd. ,6787.TSE,Japan,Electronic Components,578,1168,26
ShinHsiung Natural Gas Inc. ,8908.TWO,Taiwan,Gas Utilities,578,228,284
Ruentex Engineering & Construction Co. Ltd. ,2597.TW,Taiwan,Construction and Engineering,577,754,185
Genky DrugStores Co. Ltd. ,9267.TSE,Japan,Food Retail,575,1196,15
Merry Electronics Co. Ltd. ,2439.TW,Taiwan,Consumer Electronics,574,1183,219
Clevo Co. ,2362.TW,Taiwan,Technology Hardware Storage and Peripherals,574,718,585
KH Neochem Co. Ltd. ,4189.TSE,Japan,Commodity Chemicals,574,830,37
Mitani Sekisan Co. Ltd. ,5273.TSE,Japan,Construction Materials,574,594,18
Sebang Global Battery Co. Ltd. ,004490.KO,South Korea,Automotive Parts and Equipment,573,1163,13
Miwon Commercial Co. Ltd. ,002840.KO,South Korea,Specialty Chemicals,572,325,5
M&A Capital Partners Co.Ltd. ,6080.TSE,Japan,Investment Banking and Brokerage,571,156,32
AOKI Holdings Inc. ,8214.TSE,Japan,Apparel Retail,571,1235,84
Kansai Food Market Ltd. ,9919.TSE,Japan,Food Retail,571,2604,57
Hansae Co. Ltd. ,105630.KO,South Korea,Apparel Accessories and Luxury Goods,571,1408,39
Nittetsu Mining Co. Ltd. ,1515.TSE,Japan,Diversified Metals and Mining,569,1132,17
Axial Retailing Inc. ,8255.TSE,Japan,Food Retail,569,1784,23
INTAGE HOLDINGS Inc. ,4326.TSE,Japan,Advertising,569,425,38
Materials Analysis Technology Inc. ,3587.TWO,Taiwan,Semiconductor Materials and Equipment,568,146,69
Aoyama Trading Co. Ltd. ,8219.TSE,Japan,Apparel Retail,568,1293,50
Nexen Tire Corporation ,002350.KO,South Korea,Tires and Rubber,568,2082,103
ShinMaywa Industries Ltd. ,7224.TSE,Japan,Construction Machinery and Heavy Transportation Equipment,568,1593,66
NHN Corporation ,181710.KO,South Korea,Interactive Home Entertainment,566,1657,34
Advance Logistics Investment Corporation ,3493.TSE,Japan,Industrial REITs,566,49,1
PKSHA Technology Inc. ,3993.TSE,Japan,Application Software,565,91,31
L&C Bio Co. Ltd ,290650.KQ,South Korea,Biotechnology,564,45,23
Tokyu Construction Co. Ltd. ,1720.TSE,Japan,Construction and Engineering,564,2008,105
Zilltek Technology Corp. ,6679.TWO,Taiwan,Semiconductors,563,51,54
Asiana Airlines Inc. ,020560.KO,South Korea,Passenger Airlines,561,5303,74
KOSAIDO Holdings Co. Ltd. ,7868.TSE,Japan,Commercial Printing,561,252,27
Foxsemicon Integrated Technology Inc. ,3413.TW,Taiwan,Semiconductor Materials and Equipment,560,479,97
Septeni Holdings Co. Ltd. ,4293.TSE,Japan,Advertising,559,200,207
Kindom Development Co. Ltd. ,2520.TW,Taiwan,Real Estate Development,559,666,543
Premium Water HoldingsInc. ,2588.TSE,Japan,Soft Drinks and Non-alcoholic Beverages,557,540,30
Sanyo Denki Co. Ltd. ,6516.TSE,Japan,Electrical Components and Equipment,557,859,12
MIRAI Corporation ,3476.TSE,Japan,Office REITs,556,93,2
Aeon Kyushu Co. Ltd. ,2653.TSE,Japan,Broadline Retail,556,3559,35
Hota Industrial Mfg. Co. Ltd. ,1536.TW,Taiwan,Automotive Parts and Equipment,555,235,280
EMRO. Incorporated. ,058970.KQ,South Korea,Application Software,554,45,11
NANTEX Industry Co. Ltd. ,2108.TW,Taiwan,Specialty Chemicals,554,296,492
Sun Frontier Fudousan Co. Ltd. ,8934.TSE,Japan,Diversified Real Estate Activities,553,542,55
Nissha Co. Ltd. ,7915.TSE,Japan,Electronic Components,552,1306,49
Shoei Foods Corporation ,8079.TSE,Japan,Food Distributors,552,758,17
TOCALO Co.Ltd. ,3433.TSE,Japan,Industrial Machinery and Supplies and Components,552,332,60
Krosaki Harima Corporation ,5352.TSE,Japan,Construction Materials,550,1178,8
EOFLOW Co.Ltd. ,294090.KQ,South Korea,Health Care Supplies,550,6,30
PixArt Imaging Inc. ,3227.TWO,Taiwan,Semiconductors,549,152,146
METAWATER Co. Ltd. ,9551.TSE,Japan,Industrial Machinery and Supplies and Components,549,1051,44
IBASE Technology Inc. ,8050.TWO,Taiwan,Technology Hardware Storage and Peripherals,547,224,186
i-SENS Inc. ,099190.KQ,South Korea,Health Care Equipment,547,195,28
Asia Optical Co. Inc. ,3019.TW,Taiwan,Electronic Components,546,578,279
Channel Well Technology Co.Ltd. ,3078.TWO,Taiwan,Electronic Components,546,269,227
Voronoi Inc. ,310210.KQ,South Korea,Biotechnology,545,6,14
RAIZNEXT Corporation ,6379.TSE,Japan,Construction and Engineering,545,973,54
Universal Cement Corporation ,1104.TW,Taiwan,Construction Materials,545,242,673
Sunwels Co.Ltd. ,9229.TSE,Japan,Health Care Facilities,543,107,30
Sungwoo Hitech Co. Ltd. ,015750.KQ,South Korea,Automotive Parts and Equipment,543,3249,80
Tong Yang Life Insurance Co. Ltd. ,082640.KO,South Korea,Life and Health Insurance,542,7659,156
Cathay Real Estate Development Co.Ltd. ,2501.TW,Taiwan,Real Estate Development,542,648,1160
TV TOKYO Holdings Corporation ,9413.TSE,Japan,Broadcasting,542,1033,27
TRYT Inc. ,9164.TSE,Japan,Human Resource and Employment Services,541,341,103
Prince Housing & Development Corp. ,2511.TW,Taiwan,Real Estate Development,539,280,1623
Wonik QnC Corporation ,074600.KQ,South Korea,Semiconductor Materials and Equipment,538,633,26
TOA Corporation ,1885.TSE,Japan,Construction and Engineering,537,1584,21
PIOLAX Inc. ,5988.TSE,Japan,Automotive Parts and Equipment,537,412,34
Eagle Industry Co.Ltd. ,6486.TSE,Japan,Automotive Parts and Equipment,537,1112,46
GENDA Inc. ,9166.TSE,Japan,Leisure Facilities,536,354,34
Kerry TJ Logistics Company Limited ,2608.TW,Taiwan,Air Freight and Logistics,536,390,467
Toenec Corporation ,1946.TSE,Japan,Construction and Engineering,534,1645,19
North-Star International Co. LTD. ,8927.TWO,Taiwan,Automotive Retail,534,228,291
JCU Corporation ,4975.TSE,Japan,Specialty Chemicals,533,181,26
Optorun Co.Ltd. ,6235.TSE,Japan,Semiconductor Materials and Equipment,532,289,44
Hanatour Service Inc. ,039130.KO,South Korea,Hotels Resorts and Cruise Lines,532,189,16
G-Tekt Corporation ,5970.TSE,Japan,Automotive Parts and Equipment,532,2253,43
Sunplus Technology Company Limited ,2401.TW,Taiwan,Semiconductors,531,167,588
Formosa Advanced Technologies Co. Ltd. ,8131.TW,Taiwan,Semiconductors,529,296,442
Sekisui Jushi Corporation ,4212.TSE,Japan,Building Products,529,455,33
Maxell Ltd. ,6810.TSE,Japan,Electronic Components,527,918,46
Konishi Co. Ltd. ,4956.TSE,Japan,Commodity Chemicals,526,882,33
Miwon Specialty Chemical Co. Ltd. ,268280.KO,South Korea,Specialty Chemicals,526,379,5
Yuanta Futures Co. Ltd. ,6023.TWO,Taiwan,Investment Banking and Brokerage,526,106,290
Matsuya Foods Holdings Co. Ltd. ,9887.TSE,Japan,Restaurants,526,759,19
Maruzen Showa Unyu Co. Ltd. ,9068.TSE,Japan,Cargo Ground Transportation,526,973,20
Daiken Corporation ,7905.TSE,Japan,Forest Products,523,1514,26
Aurora Corporation ,2373.TW,Taiwan,Technology Distributors,522,409,224
Riso Kagaku Corporation ,6413.TSE,Japan,Technology Hardware Storage and Peripherals,522,513,33
Lifenet Insurance Company ,7157.TSE,Japan,Life and Health Insurance,522,166,80
Curexo Inc. ,060280.KQ,South Korea,Food Distributors,522,56,41
Mitsubishi Research Institute Inc. ,3636.TSE,Japan,IT Consulting and Other Services,521,843,16
Taiwan Tea Corporation ,2913.TW,Taiwan,Packaged Foods and Meats,520,13,790
Oriental Union Chemical Corporation ,1710.TW,Taiwan,Commodity Chemicals,520,658,877
Canon Electronics Inc. ,7739.TSE,Japan,Electronic Components,520,688,41
Hogy Medical Co.Ltd. ,3593.TSE,Japan,Health Care Supplies,520,271,24
Creative & Innovative System Corporation ,222080.KQ,South Korea,Industrial Machinery and Supplies and Components,518,119,70
Mitsuuroko Group Holdings Co.Ltd. ,8131.TSE,Japan,Oil and Gas Refining and Marketing,518,2215,60
The Hyakujushi Bank Ltd. ,8386.TSE,Japan,Regional Banks,518,492,28
Yungshin Construction & Development Co.Ltd. ,5508.TWO,Taiwan,Diversified Real Estate Activities,517,163,217
BES Engineering Corporation ,2515.TW,Taiwan,Construction and Engineering,516,559,1531
Apex Dynamics Inc. ,4583.TW,Taiwan,Industrial Machinery and Supplies and Components,515,98,80
Gunze Limited ,3002.TSE,Japan,Apparel Accessories and Luxury Goods,515,940,17
King's Town Millerful No.1 Real Estate Investment Trust (01010.TW),01010.TW,Taiwan,Diversified REITs,515,30,1658
Shinagawa Refractories Co. Ltd. ,5351.TSE,Japan,Construction Materials,513,913,47
Elitegroup Computer Systems Co.Ltd. ,2331.TW,Taiwan,Technology Hardware Storage and Peripherals,513,773,557
Prestige International Inc. ,4290.TSE,Japan,Diversified Support Services,513,386,128
Peptron Inc. ,087010.KQ,South Korea,Life Sciences Tools and Services,512,3,21
FP Partner Inc. ,7388.TSE,Japan,Insurance Brokers,512,200,23
Elematec Corporation ,2715.TSE,Japan,Electronic Manufacturing Services,512,1611,41
Episil-Precision Inc. ,3016.TW,Taiwan,Semiconductors,511,163,289
Shizuoka Gas Co. Ltd. ,9543.TSE,Japan,Gas Utilities,510,1651,74
DN Automotive Corporation ,007340.KO,South Korea,Automotive Parts and Equipment,509,2569,9
Aichi Corporation ,6345.TSE,Japan,Construction Machinery and Heavy Transportation Equipment,508,419,75
Youlchon Chemical Co.Ltd. ,008730.KO,South Korea,Metal Glass and Plastic Containers,508,359,25
Tsurumi Manufacturing Co.Ltd. ,6351.TSE,Japan,Industrial Machinery and Supplies and Components,508,393,25
SK D&D Co. Ltd. ,210980.KO,South Korea,Real Estate Development,506,469,24
KMC (Kuei Meng) International Inc. ,5306.TW,Taiwan,Leisure Products,505,188,126
FocalTech Systems Co. Ltd. ,3545.TW,Taiwan,Semiconductors,504,387,215
Philenergy Co. Ltd. ,378340.KQ,South Korea,Electrical Components and Equipment,504,179,21
Doshisha Co.Ltd. ,7483.TSE,Japan,Distributors,504,729,34
Central Glass Co. Ltd. ,4044.TSE,Japan,Building Products,503,1183,25
Taiwan Paiho Limited ,9938.TW,Taiwan,Textiles,502,407,298
Retail Partners Co. Ltd. ,8167.TSE,Japan,Food Retail,501,1699,43
Kappa Create Co. Ltd. ,7421.TSE,Japan,Restaurants,500,492,49
MegaChips Corporation ,6875.TSE,Japan,Semiconductors,500,506,18
IDOM Inc. ,7599.TSE,Japan,Automotive Retail,500,2764,100
Harim Holdings Co. Ltd. ,003380.KQ,South Korea,Packaged Foods and Meats,499,10046,96
Nippon Sheet Glass Company Limited ,5202.TSE,Japan,Building Products,498,5489,91
Chori Co. Ltd. ,8014.TSE,Japan,Trading Companies and Distributors,497,2236,25
Noritz Corporation ,5943.TSE,Japan,Building Products,497,1487,46
Riken Vitamin Co. Ltd. ,4526.TSE,Japan,Packaged Foods and Meats,496,618,33
Vision Inc. ,9416.TSE,Japan,Integrated Telecommunication Services,496,204,49
Restar Holdings Corporation ,3156.TSE,Japan,Technology Distributors,496,3418,30
Ananti Inc. ,025980.KQ,South Korea,Leisure Facilities,496,549,91
Scientech Corporation ,3583.TW,Taiwan,Technology Distributors,494,200,80
Shinsegae International Co. Ltd. ,031430.KO,South Korea,Apparel Retail,494,1111,36
Daesang Corporation ,001680.KO,South Korea,Packaged Foods and Meats,492,3086,36
GOLDCREST Co.Ltd. ,8871.TSE,Japan,Real Estate Development,491,103,33
The Toho Bank Ltd. ,8346.TSE,Japan,Regional Banks,491,378,252
Boryung Corporation ,003850.KO,South Korea,Pharmaceuticals,491,622,66
