symbol,name,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm),shares,currency,jakota_indicies
002710.KO,TCC Steel Corp. ,South Korea,Steel,940,519,26,26213700,KRW,"[]"
5192.TSE,Mitsuboshi Belting Ltd. ,Japan,Industrial Machinery and Supplies and Components,916,573,28,28355200,JPY,"[]"
006280.KO,GC Biopharma Corp. ,South Korea,Biotechnology,916,1255,11,11413200,KRW,"[]"
4485.TSE,JTOWER Inc. ,Japan,Integrated Telecommunication Services,912,43,22,22033300,JPY,"[]"
112040.KQ,Wemade Co.Ltd. ,South Korea,Interactive Home Entertainment,911,362,34,16399500,KRW,"[consumer-50]"
3543.TSE,KOMEDA Holdings Co. Ltd. ,Japan,Restaurants,903,282,46,45818000,JPY,"[]"
9603.TSE,H.I.S. Co. Ltd. ,Japan,Hotels Resorts and Cruise Lines,889,1455,74,73962096,JPY,"[]"
4958.TSE,T. Hasegawa Co. Ltd. ,Japan,Specialty Chemicals,869,448,41,41145300,JPY,"[]"
6561.TWO,Chief Telecom Inc. ,Taiwan,Alternative Carriers,856,101,78,77819400,TWD,"[]"
2455.TW,Visual Photonics Epitaxy Co. Ltd. ,Taiwan,Semiconductor Materials and Equipment,850,65,185,184906000,TWD,"[tech-100,semiconductors-25]"
2855.TW,President Securities Corporation ,Taiwan,Investment Banking and Brokerage,848,246,1456,1455830016,TWD,"[]"
6214.TW,Systex Corporation ,Taiwan,IT Consulting and Other Services,826,1100,251,250892992,TWD,"[]"
1723.TW,China Steel Chemical Corporation ,Taiwan,Specialty Chemicals,815,302,232,232150000,TWD,"[]"
9708.TSE,Imperial Hotel Ltd. ,Japan,Hotels Resorts and Cruise Lines,800,324,119,118648000,JPY,"[]"
067310.KQ,HANA Micron Inc. ,South Korea,Semiconductors,800,701,43,24700000,KRW,"[]"
016790.KQ,CANARIABIO Inc. ,South Korea,Agricultural Products and Services,778,132,173,6150490,KRW,"[]"
000240.KO,Hankook & Company Co. Ltd. ,South Korea,Automotive Parts and Equipment,776,753,95,94934000,KRW,"[]"
6632.TSE,JVCKENWOOD Corporation ,Japan,Consumer Electronics,728,2424,154,155568000,JPY,"[consumer-50]"
089860.KO,LOTTE rental co.ltd. ,South Korea,Passenger Ground Transportation,727,2139,37,36634100,KRW,"[consumer-50]"
1419.TSE,Tama Home Co. Ltd. ,Japan,Homebuilding,707,1833,29,28988400,JPY,"[]"
1736.TW,Johnson Health Tech .Co. Ltd. ,Taiwan,Leisure Products,707,1129,303,302921984,TWD,"[consumer-50]"
4147.TWO,TaiMed Biologics Inc. ,Taiwan,Biotechnology,694,19,253,252935008,TWD,"[]"
192650.KO,DREAMTECH Co. Ltd. ,South Korea,Electronic Manufacturing Services,690,855,66,66413600,KRW,"[tech-100]"
8153.TSE,Mos Food Services Inc. ,Japan,Restaurants,680,607,31,30840900,JPY,"[]"
2124.TSE,JAC Recruitment Co. Ltd. ,Japan,Human Resource and Employment Services,680,227,40,40383500,JPY,"[]"
9699.TSE,Nishio Holdings Co. Ltd. ,Japan,Trading Companies and Distributors,662,1257,28,27761200,JPY,"[]"
3854.TSE,I'LL inc. ,Japan,Systems Software,661,112,25,25034000,JPY,"[tech-100]"
000670.KO,Young Poong Corporation ,South Korea,Diversified Metals and Mining,653,3149,2,1720130,KRW,"[]"
6996.TSE,Nichicon Corporation ,Japan,Electronic Components,641,1305,68,68417000,JPY,"[tech-100]"
2160.TSE,GNI Group Ltd. ,Japan,Biotechnology,633,162,48,47486500,JPY,"[]"
084370.KQ,Eugene Technology Co.Ltd. ,South Korea,Semiconductor Materials and Equipment,632,209,22,22272500,KRW,"[tech-100,semiconductors-25]"
6727.TSE,Wacom Co. Ltd. ,Japan,Technology Hardware Storage and Peripherals,631,750,155,155468992,JPY,"[]"
6498.TSE,KITZ Corporation ,Japan,Industrial Machinery and Supplies and Components,627,1136,90,89622704,JPY,"[]"
2146.TSE,UT Group Co.Ltd. ,Japan,Human Resource and Employment Services,613,1178,39,39320600,JPY,"[]"
098460.KQ,Koh Young Technology Inc. ,South Korea,Semiconductor Materials and Equipment,612,196,67,13119000,KRW,"[tech-100,semiconductors-25]"
5331.TSE,Noritake Co. Limited ,Japan,Industrial Machinery and Supplies and Components,605,973,15,14712500,JPY,"[]"
2351.TW,SDI Corporation ,Taiwan,Semiconductor Materials and Equipment,602,364,182,182140000,TWD,"[tech-100,semiconductors-25]"
2979.TSE,SOSiLA Logistics REIT Inc. ,Japan,Industrial REITs,594,60,1,727500,JPY,"[]"
012510.KO,Douzone Bizon Co. Ltd. ,South Korea,Systems Software,590,243,28,27565500,KRW,"[tech-100]"
8367.TSE,The Nanto Bank Ltd. ,Japan,Regional Banks,587,415,32,31752700,JPY,"[]"
330590.KO,LOTTE REIT Co. Ltd. ,South Korea,Retail REITs,586,89,243,242968992,KRW,"[]"
2428.TW,Thinking Electronic Industrial Co. Ltd. ,Taiwan,Electronic Components,581,234,128,128113000,TWD,"[tech-100]"
2791.TSE,Daikokutenbussan Co.Ltd. ,Japan,Food Retail,579,1734,14,13928700,JPY,"[consumer-50]"
4326.TSE,INTAGE HOLDINGS Inc. ,Japan,Advertising,569,425,38,38073200,JPY,"[]"
002350.KO,Nexen Tire Corporation ,South Korea,Tires and Rubber,568,2082,103,96163400,KRW,"[]"
7224.TSE,ShinMaywa Industries Ltd. ,Japan,Construction Machinery and Heavy Transportation Equipment,568,1593,66,65912200,JPY,"[]"
6516.TSE,Sanyo Denki Co. Ltd. ,Japan,Electrical Components and Equipment,557,859,12,12111900,JPY,"[]"
2108.TW,NANTEX Industry Co. Ltd. ,Taiwan,Specialty Chemicals,554,296,492,492416992,TWD,"[]"
5352.TSE,Krosaki Harima Corporation ,Japan,Construction Materials,550,1178,8,8420900,JPY,"[]"
9551.TSE,METAWATER Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,549,1051,44,43615500,JPY,"[]"
099190.KQ,i-SENS Inc. ,South Korea,Health Care Equipment,547,195,28,13737200,KRW,"[]"
6486.TSE,Eagle Industry Co.Ltd. ,Japan,Automotive Parts and Equipment,537,1112,46,47610400,JPY,"[]"
8927.TWO,North-Star International Co. LTD. ,Taiwan,Automotive Retail,534,228,291,287097984,TWD,"[consumer-50]"
7905.TSE,Daiken Corporation ,Japan,Forest Products,523,1514,26,26071900,JPY,"[]"
008730.KO,Youlchon Chemical Co.Ltd. ,South Korea,Metal Glass and Plastic Containers,508,359,25,24800000,KRW,"[]"
7421.TSE,Kappa Create Co. Ltd. ,Japan,Restaurants,500,492,49,49337000,JPY,"[]"
8014.TSE,Chori Co. Ltd. ,Japan,Trading Companies and Distributors,497,2236,25,24607000,JPY,"[]"
7287.TSE,Nippon Seiki Co. Ltd. ,Japan,Automotive Parts and Equipment,488,2033,60,60348000,JPY,"[]"
8358.TWO,Co-Tech Development Corporation ,Taiwan,Electronic Components,485,206,253,252588000,TWD,"[tech-100]"
1305.TW,China General Plastics Corporation ,Taiwan,Commodity Chemicals,472,469,610,581049984,TWD,"[]"
8125.TSE,Wakita & Co.LTD. ,Japan,Trading Companies and Distributors,472,576,50,49841400,JPY,"[]"
9729.TSE,TOKAI Corp. ,Japan,Health Care Distributors,454,914,35,35227300,JPY,"[]"
8057.TSE,Uchida Yoko Co. Ltd. ,Japan,IT Consulting and Other Services,452,1757,10,9829990,JPY,"[]"
8068.TSE,Ryoyo Electro Corporation ,Japan,Technology Distributors,449,944,20,20191500,JPY,"[]"
3152.TWO,Advanced Ceramic X Corporation ,Taiwan,Communications Equipment,448,44,69,69016200,TWD,"[tech-100]"
9930.TW,CHC Resources Corporation ,Taiwan,Construction Materials,446,381,249,248540000,TWD,"[]"
033290.KQ,COWELL FASHION Co.Ltd ,South Korea,Apparel Accessories and Luxury Goods,445,903,84,88663600,KRW,"[consumer-50]"
036830.KQ,Soulbrain Holdings Co. Ltd. ,South Korea,Specialty Chemicals,445,488,21,16967500,KRW,"[]"
046890.KQ,Seoul Semiconductor Co. Ltd. ,South Korea,Semiconductors,438,765,56,58305400,KRW,"[]"
6196.TSE,Strike CompanyLimited ,Japan,Investment Banking and Brokerage,438,88,19,19140700,JPY,"[]"
204270.KQ,JNTC Co. Ltd. ,South Korea,Electronic Components,435,144,57,0,KRW,"[tech-100]"
3022.TW,IEI Integration Corp. ,Taiwan,Technology Hardware Storage and Peripherals,434,283,177,176598000,TWD,"[]"
2326.TSE,Digital Arts Inc. ,Japan,Systems Software,434,73,14,13903900,JPY,"[tech-100]"
3673.TW,TPK Holding Co. Ltd. ,Taiwan,Electronic Components,425,2673,407,406664000,TWD,"[tech-100]"
3454.TW,Vivotek Inc. ,Taiwan,Electronic Equipment and Instruments,414,351,87,86568000,TWD,"[tech-100]"
9247.TSE,TRE Holdings Corporation ,Japan,Environmental and Facilities Services,414,622,51,51358700,JPY,"[]"
052020.KQ,STCube Inc. ,South Korea,Technology Distributors,414,5,47,26755500,KRW,"[]"
6249.TSE,Gamecard-Joyco HoldingsInc. ,Japan,Casinos and Gaming,412,199,14,14239700,JPY,"[]"
8979.TSE,Starts Proceed Investment Corporation ,Japan,Multi-Family Residential REITs,412,50,0,282477,JPY,"[]"
3950.TSE,The Pack Corporation ,Japan,Paper and Plastic Packaging Products and Materials,412,652,19,19009300,JPY,"[]"
319660.KQ,PSK Inc. ,South Korea,Semiconductor Materials and Equipment,412,290,29,20331600,KRW,"[tech-100,semiconductors-25]"
079810.KQ,DE&T Co. Ltd. ,South Korea,Semiconductor Materials and Equipment,412,71,22,8604100,KRW,"[tech-100,semiconductors-25]"
192400.KO,Cuckoo Holdings Co. Ltd. ,South Korea,Household Appliances,412,570,31,31078400,KRW,"[]"
053800.KQ,AhnLab Inc. ,South Korea,Systems Software,412,179,9,8664180,KRW,"[tech-100]"
108860.KQ,Selvas AI Inc. ,South Korea,Application Software,411,40,27,22055900,KRW,"[tech-100]"
9824.TSE,Senshu Electric Co.Ltd. ,Japan,Trading Companies and Distributors,410,865,18,17734500,JPY,"[]"
7593.TSE,Vt Holdings Co.Ltd. ,Japan,Automotive Retail,409,1882,118,116884000,JPY,"[consumer-50]"
6250.TSE,Yamabiko Corporation ,Japan,Agricultural and Farm Machinery,409,1084,42,41609700,JPY,"[]"
2780.TSE,Komehyo Holdings Co.Ltd. ,Japan,Other Specialty Retail,409,640,11,10956400,JPY,"[]"
1442.TW,Advancetek Enterprise Co.Ltd. ,Taiwan,Real Estate Development,408,75,366,366212000,TWD,"[]"
460860.KO,Dongkuk Steel Mill Company Limited ,South Korea,Steel,408,-,50,0,KRW,"[]"
5340.TWO,Baotek Industrial Materials Ltd. ,Taiwan,Electronic Equipment and Instruments,406,37,195,194894000,TWD,"[tech-100]"
4968.TW,RichWave Technology Corporation ,Taiwan,Semiconductors,405,98,90,90169000,TWD,"[]"
6877.TSE,Obara Group Incorporated ,Japan,Industrial Machinery and Supplies and Components,405,392,16,15721900,JPY,"[]"
7239.TSE,TACHI-S Co. Ltd. ,Japan,Automotive Parts and Equipment,402,1809,34,34245800,JPY,"[]"
7279.TSE,Hi-Lex Corporation ,Japan,Automotive Parts and Equipment,402,2056,38,37514800,JPY,"[]"
7806.TSE,MTG Co. Ltd. ,Japan,Personal Care Products,400,397,39,39402100,JPY,"[consumer-50]"
5461.TSE,Chubu Steel Plate Co. Ltd. ,Japan,Steel,400,514,28,0,JPY,"[]"
1898.TSE,Seikitokyu Kogyo Co. Ltd. ,Japan,Construction and Engineering,400,624,36,36448000,JPY,"[]"
293940.KO,Shinhan Alpha REIT Co. Ltd. ,South Korea,Office REITs,399,77,88,76172400,KRW,"[]"
017960.KO,Hankuk Carbon Co. Ltd. ,South Korea,Commodity Chemicals,399,347,43,43022200,KRW,"[]"
2613.TSE,J-Oil Mills Inc. ,Japan,Packaged Foods and Meats,398,1826,33,33075900,JPY,"[]"
3558.TWO,Senao Networks Inc. ,Taiwan,Communications Equipment,398,598,49,49061000,TWD,"[tech-100]"
7231.TSE,Topy Industries Limited ,Japan,Steel,398,2359,23,22825500,JPY,"[]"
1852.TSE,Asanuma Corporation ,Japan,Construction and Engineering,398,979,16,16144400,JPY,"[]"
4914.TSE,Takasago International Corporation ,Japan,Specialty Chemicals,395,1298,20,19455800,JPY,"[]"
1514.TW,Allis Electric Co.Ltd. ,Taiwan,Electrical Components and Equipment,393,269,244,244034000,TWD,"[]"
1379.TSE,Hokuto Corporation ,Japan,Agricultural Products and Services,388,513,32,31660200,JPY,"[]"
6914.TSE,OPTEX GROUP Company Limited ,Japan,Electronic Equipment and Instruments,387,379,36,35525000,JPY,"[tech-100]"
002240.KO,Kiswire Ltd. ,South Korea,Steel,384,1454,25,24988000,KRW,"[]"
7552.TSE,Happinet Corporation ,Japan,Distributors,378,2268,22,22188700,JPY,"[]"
000370.KO,Hanwha General Insurance Co. Ltd. ,South Korea,Property and Casualty Insurance,377,4564,117,116620000,KRW,"[]"
9055.TSE,Alps Logistics Co. Ltd. ,Japan,Cargo Ground Transportation,376,831,35,35441600,JPY,"[]"
007390.KQ,NatureCell Co.Ltd. ,South Korea,Biotechnology,367,18,64,53076400,KRW,"[]"
2524.TW,King's Town Construction Co. Ltd. ,Taiwan,Real Estate Development,357,79,369,369419008,TWD,"[]"
5288.TW,Eurocharm Holdings Co. Ltd. ,Taiwan,Automotive Parts and Equipment,352,257,66,66335500,TWD,"[]"
5949.TSE,Unipres Corporation ,Japan,Automotive Parts and Equipment,351,2235,45,44466600,JPY,"[]"
034120.KO,Seoul Broadcasting System ,South Korea,Broadcasting,346,869,18,17690100,KRW,"[consumer-50,entertainment-100]"
9943.TW,Holiday Entertainment Co.Ltd ,Taiwan,Leisure Facilities,346,88,125,125172000,TWD,"[consumer-50]"
2528.TW,Crowell Development Corp. ,Taiwan,Diversified Real Estate Activities,340,78,380,379996992,TWD,"[]"
2419.TW,Hitron Technologies Inc. ,Taiwan,Communications Equipment,340,400,321,321316992,TWD,"[tech-100]"
281820.KO,KCTech Co. Ltd. ,South Korea,Semiconductor Materials and Equipment,335,247,21,20290100,KRW,"[tech-100,semiconductors-25]"
1110.TW,Southeast Cement Corp. Ltd. ,Taiwan,Construction Materials,332,70,570,569886976,TWD,"[]"
3836.TSE,Avant Group Corporation ,Japan,IT Consulting and Other Services,329,148,38,37642900,JPY,"[]"
2009.TW,First Copper Technology Co. Ltd. ,Taiwan,Copper,328,83,360,359622016,TWD,"[]"
4746.TW,Formosa Laboratories Inc. ,Taiwan,Pharmaceuticals,328,132,120,120256000,TWD,"[]"
1718.TW,China Man-Made Fiber Corporation ,Taiwan,Commodity Chemicals,326,1177,1342,1341680000,TWD,"[]"
6244.TWO,Motech Industries Inc. ,Taiwan,Semiconductors,326,169,387,387041984,TWD,"[]"
145990.KO,Samyang Corporation ,South Korea,Packaged Foods and Meats,326,2036,10,9666350,KRW,"[]"
270520.KQ,Geolit Energy Co.Ltd. ,South Korea,Building Products,317,14,42,0,KRW,"[]"
2805.TSE,S&B Foods Inc. ,Japan,Packaged Foods and Meats,315,844,12,12085200,JPY,"[]"
3106.TSE,Kurabo Industries Ltd. ,Japan,Textiles,311,1057,19,18814000,JPY,"[]"
2908.TW,Test-Rite International Co. Ltd. ,Taiwan,Distributors,311,1133,496,495582016,TWD,"[]"
4164.TW,CHC Healthcare Group ,Taiwan,Health Care Distributors,307,108,165,164967008,TWD,"[]"
7816.TSE,Snow Peak Inc. ,Japan,Leisure Products,307,195,38,37808400,JPY,"[consumer-50]"
9926.TW,Shin Hai Gas Corporation ,Taiwan,Gas Utilities,307,72,180,179504000,TWD,"[]"
6277.TW,Aten International Co. Ltd ,Taiwan,Technology Hardware Storage and Peripherals,302,177,120,119471000,TWD,"[]"
1565.TWO,St.Shine Optical Co.Ltd. ,Taiwan,Health Care Supplies,301,149,50,50416500,TWD,"[]"
3056.TW,Fu Hua Innovation Co. Ltd. ,Taiwan,Real Estate Development,301,238,342,342276000,TWD,"[]"
2792.TSE,Honeys Holdings Co. Ltd. ,Japan,Apparel Retail,301,393,28,27865200,JPY,"[consumer-50]"
2003.TSE,Nitto Fuji Flour Milling Co.Ltd. ,Japan,Packaged Foods and Meats,301,491,9,9105740,JPY,"[]"
7414.TSE,Onoken Co. Ltd. ,Japan,Trading Companies and Distributors,296,1871,25,25003100,JPY,"[]"
094170.KQ,Dongwoon Anatech Co. Ltd. ,South Korea,Semiconductors,291,51,19,14391900,KRW,"[]"
5563.TSE,Nippon Denko Co. Ltd. ,Japan,Steel,288,556,137,137216000,JPY,"[]"
3540.TSE,C.I. Medical Co.Ltd. ,Japan,Health Care Distributors,283,305,10,9999860,JPY,"[]"
2534.TW,Hung Sheng Construction Ltd. ,Taiwan,Real Estate Development,280,203,473,473000992,TWD,"[]"
319400.KQ,HYUNDAI MOVEX Co. Ltd. ,South Korea,Construction and Engineering,279,160,117,8620000,KRW,"[]"
5184.TSE,Nichirin Co. Ltd. ,Japan,Automotive Parts and Equipment,279,474,14,13992400,JPY,"[]"
4205.TWO,Chung Hwa Food Industrial Co. Ltd. ,Taiwan,Packaged Foods and Meats,276,61,89,88772000,TWD,"[]"
6664.TWO,Group Up Industrial Co. Ltd. ,Taiwan,Industrial Machinery and Supplies and Components,271,77,55,55000000,TWD,"[]"
432320.KO,KB STAR REIT Co. Ltd. ,South Korea,Office REITs,266,-,101,30700000,KRW,"[]"
4953.TWO,Wistron Information Technology and Services Corporation ,Taiwan,IT Consulting and Other Services,264,268,72,72344000,TWD,"[]"
1775.TSE,Fuji Furukawa Engineering & Construction Co.Ltd. ,Japan,Construction and Engineering,264,637,9,8992910,JPY,"[]"
003920.KO,Namyang Dairy Products Co. Ltd ,South Korea,Packaged Foods and Meats,262,757,1,679712,KRW,"[]"
1888.TSE,Wakachiku Construction Co. Ltd. ,Japan,Construction and Engineering,260,604,13,12751700,JPY,"[]"
4218.TSE,Nichiban Co. Ltd. ,Japan,Office Services and Supplies,257,318,21,20611600,JPY,"[]"
6689.TW,eCloudvalley Digital Technology Co. Ltd. ,Taiwan,Internet Services and Infrastructure,257,289,68,68000000,TWD,"[tech-100]"
8344.TSE,The Yamagata Bank Ltd. ,Japan,Regional Banks,252,299,32,31994000,JPY,"[]"
6143.TSE,Sodick Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,252,516,51,50741100,JPY,"[]"
4499.TSE,Speee Inc. ,Japan,Internet Services and Infrastructure,248,90,11,10465900,JPY,"[tech-100]"
3305.TW,Shenmao Technology Inc ,Taiwan,Industrial Machinery and Supplies and Components,248,212,132,131499000,TWD,"[]"
060720.KQ,KHVATEC Co.Ltd. ,South Korea,Electronic Components,244,276,23,19629500,KRW,"[tech-100]"
3529.TWO,eMemory Technology Inc. ,Taiwan,Semiconductors,4670,98,75,74622000,TWD,"[]"
2670.TSE,ABC-MartInc. ,Japan,Apparel Retail,4501,2215,248,247616992,JPY,"[consumer-50]"
4732.TSE,USS Co. Ltd. ,Japan,Automotive Retail,3943,633,240,239627008,JPY,"[consumer-50]"
361610.KO,SK IE Technology Co. Ltd. ,South Korea,Specialty Chemicals,3894,461,71,71297600,KRW,"[]"
042700.KO,HANMI Semiconductor Co. Ltd. ,South Korea,Semiconductor Materials and Equipment,3786,165,97,97339296,KRW,"[tech-100,semiconductors-25]"
009830.KO,Hanwha Solutions Corporation ,South Korea,Commodity Chemicals,3759,10659,172,169508992,KRW,"[]"
9941.TW,Yulon Finance Corporation ,Taiwan,Consumer Finance,3694,1262,648,548225024,TWD,"[consumer-50]"
2834.TW,Taiwan Business Bank Ltd. ,Taiwan,Diversified Banks,3371,939,8222,8222410240,TWD,"[]"
032640.KO,LG Uplus Corp. ,South Korea,Integrated Telecommunication Services,3286,10692,430,429828000,KRW,"[]"
383220.KO,F&F Co. Ltd ,South Korea,Apparel Accessories and Luxury Goods,3181,1445,38,38142700,KRW,"[consumer-50]"
8960.TSE,United Urban Investment Corporation ,Japan,Diversified REITs,3180,359,3,3098590,JPY,"[]"
8252.TSE,Marui Group Co. Ltd. ,Japan,Consumer Finance,3125,1524,189,189346000,JPY,"[consumer-50]"
1229.TW,Lien Hwa Industrial Holdings Corporation ,Taiwan,Packaged Foods and Meats,3057,393,1577,1577360000,TWD,"[]"
000720.KO,Hyundai Engineering & Construction Co. Ltd. ,South Korea,Construction and Engineering,3020,18760,112,111356000,KRW,"[]"
4004.TSE,Resonac Holdings Corporation ,Japan,Diversified Chemicals,2966,9356,181,181116992,JPY,"[]"
5929.TSE,Sanwa Holdings Corporation ,Japan,Building Products,2957,4159,221,221015008,JPY,"[]"
7282.TSE,Toyoda Gosei Co. Ltd. ,Japan,Automotive Parts and Equipment,2885,6928,130,129502000,JPY,"[]"
9024.TSE,Seibu Holdings Inc. ,Japan,Rail Transportation,2873,3052,301,300980000,JPY,"[]"
3293.TWO,International Games System Co.Ltd. ,Taiwan,Interactive Home Entertainment,2853,416,141,140900992,TWD,"[consumer-50]"
028300.KQ,HLB Co. Ltd. ,South Korea,Health Care Supplies,2850,61,129,39138300,KRW,"[]"
3533.TW,Lotes Co. Ltd ,Taiwan,Electronic Components,2846,826,111,111330000,TWD,"[tech-100]"
8464.TW,Nien Made Enterprise Co. LTD. ,Taiwan,Home Furnishings,2821,851,293,293020000,TWD,"[]"
8905.TSE,AEON Mall Co. Ltd. ,Japan,Real Estate Operating Companies,2764,2917,228,227555008,JPY,"[]"
8299.TWO,Phison Electronics Corp. ,Taiwan,Semiconductors,2755,1506,195,187699008,TWD,"[]"
128940.KO,Hanmi Pharm. Co. Ltd. ,South Korea,Pharmaceuticals,2745,1061,12,12441700,KRW,"[]"
2201.TW,Yulon Motor Company Ltd. ,Taiwan,Automobile Manufacturers,2739,2530,1063,1062470016,TWD,"[]"
6592.TW,Hotai Finance Co. Ltd. ,Taiwan,Consumer Finance,2732,738,667,621500032,TWD,"[consumer-50]"
3653.TW,Jentech Precision Industrial Co. Ltd ,Taiwan,Semiconductors,2725,396,141,138072992,TWD,"[]"
2327.TSE,NS Solutions Corporation ,Japan,IT Consulting and Other Services,2646,2043,92,91482896,JPY,"[]"
9904.TW,Pou Chen Corporation ,Taiwan,Footwear,2622,8321,2947,2946789888,TWD,"[consumer-50]"
2222.TSE,Kotobuki Spirits Co. Ltd. ,Japan,Packaged Foods and Meats,2571,377,156,155596000,JPY,"[]"
251270.KO,Netmarble Corporation ,South Korea,Interactive Home Entertainment,2546,1964,82,81934600,KRW,"[consumer-50]"
9987.TSE,Suzuken Co. Ltd. ,Japan,Health Care Distributors,2540,16148,83,82731904,JPY,"[]"
1721.TSE,COMSYS Holdings Corporation ,Japan,Construction and Engineering,2529,3919,120,120282000,JPY,"[]"
011780.KO,Kumho Petrochemical Co. Ltd. ,South Korea,Commodity Chemicals,2525,5187,27,23298800,KRW,"[]"
7564.TSE,Workman Co.Ltd. ,Japan,Apparel Retail,2524,901,82,81610304,JPY,"[consumer-50]"
8410.TSE,Seven Bank Ltd. ,Japan,Regional Banks,2524,1099,1174,1175330048,JPY,"[]"
8253.TSE,Credit Saison Co. Ltd. ,Japan,Consumer Finance,2507,2695,156,156328000,JPY,"[consumer-50]"
8304.TSE,Aozora Bank Ltd. ,Japan,Diversified Banks,2480,704,117,116781000,JPY,"[]"
3923.TSE,Rakus Co. Ltd. ,Japan,Application Software,2476,204,181,181214000,JPY,"[tech-100]"
2501.TSE,Sapporo Holdings Limited ,Japan,Brewers,2473,3480,78,78025800,JPY,"[consumer-50]"
2027.TW,Ta Chen Stainless Pipe Co. Ltd. ,Taiwan,Steel,2454,3432,2144,2143910016,TWD,"[]"
2059.TW,King Slide Works Co. Ltd. ,Taiwan,Technology Hardware Storage and Peripherals,2451,212,95,95297000,TWD,"[]"
010620.KO,Hyundai Mipo Dockyard Co. Ltd. ,South Korea,Construction Machinery and Heavy Transportation Equipment,2443,2922,40,39884300,KRW,"[]"
8985.TSE,Japan Hotel REIT Investment Corporation ,Japan,Hotel and Resort REITs,2431,144,5,4467010,JPY,"[]"
016360.KO,Samsung Securities Co. Ltd. ,South Korea,Investment Banking and Brokerage,2422,7269,89,89300000,KRW,"[]"
3023.TW,SINBON Electronics Co. Ltd. ,Taiwan,Electronic Components,2407,1069,240,239056000,TWD,"[tech-100]"
2579.TSE,Coca-Cola Bottlers Japan Holdings Inc. ,Japan,Soft Drinks and Non-alcoholic Beverages,2404,5779,179,179340000,JPY,"[consumer-50]"
